"Code","Full Description","Class","Approach"
"0SRV0JA","Replacement of Right Knee Joint, Tibial Surface with Synthetic Substitute, Uncemented, Open Approach","TKA","Open Approach"
"0SRV0JZ","Replacement of Right Knee Joint, Tibial Surface with Synthetic Substitute, Open Approach","TKA","Open Approach"
"0SRV0KZ","Replacement of Right Knee Joint, Tibial Surface with Nonautologous Tissue Substitute, Open Approach","TKA","Open Approach"
"0SRW07Z","Replacement of Left Knee Joint, Tibial Surface with Autologous Tissue Substitute, Open Approach","TKA","Open Approach"
"0SRW0J9","Replacement of Left Knee Joint, Tibial Surface with Synthetic Substitute, Cemented, Open Approach","TKA","Open Approach"
"0SRW0JA","Replacement of Left Knee Joint, Tibial Surface with Synthetic Substitute, Uncemented, Open Approach","TKA","Open Approach"
"0SRW0JZ","Replacement of Left Knee Joint, Tibial Surface with Synthetic Substitute, Open Approach","TKA","Open Approach"
"0SRW0KZ","Replacement of Left Knee Joint, Tibial Surface with Nonautologous Tissue Substitute, Open Approach","TKA","Open Approach"
"0SUC07Z","Supplement Right Knee Joint with Autologous Tissue Substitute, Open Approach","TKA","Open Approach"
"0SUC09C","Supplement Right Knee Joint with Liner, Patellar Surface, Open Approach","TKA","Open Approach"
"0SUC09Z","Supplement Right Knee Joint with Liner, Open Approach","TKA","Open Approach"
"0SUC0JZ","Supplement Right Knee Joint with Synthetic Substitute, Open Approach","TKA","Open Approach"
"0SUC0KZ","Supplement Right Knee Joint with Nonautologous Tissue Substitute, Open Approach","TKA","Open Approach"
"0SUC37Z","Supplement Right Knee Joint with Autologous Tissue Substitute, Percutaneous Approach","TKA","Percutaneous Approach"
"0SUC3JZ","Supplement Right Knee Joint with Synthetic Substitute, Percutaneous Approach","TKA","Percutaneous Approach"
"0SUC3KZ","Supplement Right Knee Joint with Nonautologous Tissue Substitute, Percutaneous Approach","TKA","Percutaneous Approach"
"0SUC47Z","Supplement Right Knee Joint with Autologous Tissue Substitute, Percutaneous Endoscopic Approach","TKA","Percutaneous Endoscopic Approach"
"0SUC4JZ","Supplement Right Knee Joint with Synthetic Substitute, Percutaneous Endoscopic Approach","TKA","Percutaneous Endoscopic Approach"
"0SUC4KZ","Supplement Right Knee Joint with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","TKA","Percutaneous Endoscopic Approach"
"0SUD07Z","Supplement Left Knee Joint with Autologous Tissue Substitute, Open Approach","TKA","Open Approach"
"0SUD09C","Supplement Left Knee Joint with Liner, Patellar Surface, Open Approach","TKA","Open Approach"
"0SUD09Z","Supplement Left Knee Joint with Liner, Open Approach","TKA","Open Approach"
"0SUD0JZ","Supplement Left Knee Joint with Synthetic Substitute, Open Approach","TKA","Open Approach"
"0SUD0KZ","Supplement Left Knee Joint with Nonautologous Tissue Substitute, Open Approach","TKA","Open Approach"
"0SUD37Z","Supplement Left Knee Joint with Autologous Tissue Substitute, Percutaneous Approach","TKA","Percutaneous Approach"
"0SUD3JZ","Supplement Left Knee Joint with Synthetic Substitute, Percutaneous Approach","TKA","Percutaneous Approach"
"0SUD3KZ","Supplement Left Knee Joint with Nonautologous Tissue Substitute, Percutaneous Approach","TKA","Percutaneous Approach"
"0SUD47Z","Supplement Left Knee Joint with Autologous Tissue Substitute, Percutaneous Endoscopic Approach","TKA","Percutaneous Endoscopic Approach"
"0SUD4JZ","Supplement Left Knee Joint with Synthetic Substitute, Percutaneous Endoscopic Approach","TKA","Percutaneous Endoscopic Approach"
"0SUD4KZ","Supplement Left Knee Joint with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","TKA","Percutaneous Endoscopic Approach"
"0SUT09Z","Supplement Right Knee Joint, Femoral Surface with Liner, Open Approach","TKA","Open Approach"
"0SUU09Z","Supplement Left Knee Joint, Femoral Surface with Liner, Open Approach","TKA","Open Approach"
"0SUV09Z","Supplement Right Knee Joint, Tibial Surface with Liner, Open Approach","TKA","Open Approach"
"0SUW09Z","Supplement Left Knee Joint, Tibial Surface with Liner, Open Approach","TKA","Open Approach"
"XRRG0L8","Replacement of Right Knee Joint with Synthetic Substitute, Lateral Meniscus, Open Approach, New Technology Group 8","TKA","Open Approach"
"XRRG0M8","Replacement of Right Knee Joint with Synthetic Substitute, Medial Meniscus, Open Approach, New Technology Group 8","TKA","Open Approach"
"XRRH0L8","Replacement of Left Knee Joint with Synthetic Substitute, Lateral Meniscus, Open Approach, New Technology Group 8","TKA","Open Approach"
"XRRH0M8","Replacement of Left Knee Joint with Synthetic Substitute, Medial Meniscus, Open Approach, New Technology Group 8","TKA","Open Approach"
"0D9J00Z","Drainage of Appendix with Drainage Device, Open Approach","appendectomy","Open Approach"
"0D9J0ZX","Drainage of Appendix, Open Approach, Diagnostic","appendectomy","Open Approach"
"0D9J0ZZ","Drainage of Appendix, Open Approach","appendectomy","Open Approach"
"0D9J30Z","Drainage of Appendix with Drainage Device, Percutaneous Approach","appendectomy","Percutaneous Approach"
"0D9J3ZX","Drainage of Appendix, Percutaneous Approach, Diagnostic","appendectomy","Percutaneous Approach"
"0D9J3ZZ","Drainage of Appendix, Percutaneous Approach","appendectomy","Percutaneous Approach"
"0D9J40Z","Drainage of Appendix with Drainage Device, Percutaneous Endoscopic Approach","appendectomy","Percutaneous Endoscopic Approach"
"0D9J4ZX","Drainage of Appendix, Percutaneous Endoscopic Approach, Diagnostic","appendectomy","Percutaneous Endoscopic Approach"
"0D9J4ZZ","Drainage of Appendix, Percutaneous Endoscopic Approach","appendectomy","Percutaneous Endoscopic Approach"
"0D9J70Z","Drainage of Appendix with Drainage Device, Via Natural or Artificial Opening","appendectomy","Via Natural or Artificial Opening"
"0D9J7ZX","Drainage of Appendix, Via Natural or Artificial Opening, Diagnostic","appendectomy",NA
"0D9J7ZZ","Drainage of Appendix, Via Natural or Artificial Opening","appendectomy","Via Natural or Artificial Opening"
"0D9J80Z","Drainage of Appendix with Drainage Device, Via Natural or Artificial Opening Endoscopic","appendectomy","Natural or Artificial Opening Endoscopic"
"0D9J8ZX","Drainage of Appendix, Via Natural or Artificial Opening Endoscopic, Diagnostic","appendectomy","Natural or Artificial Opening Endoscopic"
"0D9J8ZZ","Drainage of Appendix, Via Natural or Artificial Opening Endoscopic","appendectomy","Natural or Artificial Opening Endoscopic"
"0DBJ0ZX","Excision of Appendix, Open Approach, Diagnostic","appendectomy","Open Approach"
"0DBJ0ZZ","Excision of Appendix, Open Approach","appendectomy","Open Approach"
"0DBJ3ZX","Excision of Appendix, Percutaneous Approach, Diagnostic","appendectomy","Percutaneous Approach"
"0DBJ3ZZ","Excision of Appendix, Percutaneous Approach","appendectomy","Percutaneous Approach"
"0DBJ4ZG","Excision of Appendix, Percutaneous Endoscopic Approach, Hand-Assisted","appendectomy","Percutaneous Endoscopic Approach"
"0DBJ4ZX","Excision of Appendix, Percutaneous Endoscopic Approach, Diagnostic","appendectomy","Percutaneous Endoscopic Approach"
"0DBJ4ZZ","Excision of Appendix, Percutaneous Endoscopic Approach","appendectomy","Percutaneous Endoscopic Approach"
"0DBJ7ZX","Excision of Appendix, Via Natural or Artificial Opening, Diagnostic","appendectomy",NA
"0DBJ7ZZ","Excision of Appendix, Via Natural or Artificial Opening","appendectomy","Via Natural or Artificial Opening"
"0DBJ8ZX","Excision of Appendix, Via Natural or Artificial Opening Endoscopic, Diagnostic","appendectomy","Natural or Artificial Opening Endoscopic"
"0DBJ8ZZ","Excision of Appendix, Via Natural or Artificial Opening Endoscopic","appendectomy","Natural or Artificial Opening Endoscopic"
"0DCJ0ZZ","Extirpation of Matter from Appendix, Open Approach","appendectomy","Open Approach"
"0DCJ3ZZ","Extirpation of Matter from Appendix, Percutaneous Approach","appendectomy","Percutaneous Approach"
"0DCJ4ZZ","Extirpation of Matter from Appendix, Percutaneous Endoscopic Approach","appendectomy","Percutaneous Endoscopic Approach"
"0DCJ7ZZ","Extirpation of Matter from Appendix, Via Natural or Artificial Opening","appendectomy","Via Natural or Artificial Opening"
"0DCJ8ZZ","Extirpation of Matter from Appendix, Via Natural or Artificial Opening Endoscopic","appendectomy","Natural or Artificial Opening Endoscopic"
"0DDJ3ZX","Extraction of Appendix, Percutaneous Approach, Diagnostic","appendectomy","Percutaneous Approach"
"0DDJ4ZX","Extraction of Appendix, Percutaneous Endoscopic Approach, Diagnostic","appendectomy","Percutaneous Endoscopic Approach"
"0DDJ8ZX","Extraction of Appendix, Via Natural or Artificial Opening Endoscopic, Diagnostic","appendectomy","Natural or Artificial Opening Endoscopic"
"0DTJ0ZZ","Resection of Appendix, Open Approach","appendectomy","Open Approach"
"0DTJ4ZG","Resection of Appendix, Percutaneous Endoscopic Approach, Hand-Assisted","appendectomy","Percutaneous Endoscopic Approach"
"0DTJ4ZZ","Resection of Appendix, Percutaneous Endoscopic Approach","appendectomy","Percutaneous Endoscopic Approach"
"0DTJ7ZZ","Resection of Appendix, Via Natural or Artificial Opening","appendectomy","Via Natural or Artificial Opening"
"0DTJ8ZZ","Resection of Appendix, Via Natural or Artificial Opening Endoscopic","appendectomy","Natural or Artificial Opening Endoscopic"
"0FB40ZZ","Excision of Gallbladder, Open Approach","chole","Open Approach"
"0FB43ZZ","Excision of Gallbladder, Percutaneous Approach","chole","Percutaneous Approach"
"0FB44ZZ","Excision of Gallbladder, Percutaneous Endoscopic Approach","chole","Percutaneous Endoscopic Approach"
"0FB48ZZ","Excision of Gallbladder, Via Natural or Artificial Opening Endoscopic","chole","Natural or Artificial Opening Endoscopic"
"0FT40ZZ","Resection of Gallbladder, Open Approach","chole","Open Approach"
"0FT44ZG","Resection of Gallbladder, Percutaneous Endoscopic Approach, Hand-Assisted","chole","Percutaneous Endoscopic Approach"
"0FT44ZZ","Resection of Gallbladder, Percutaneous Endoscopic Approach","chole","Percutaneous Endoscopic Approach"
"0D5C0Z3","Destruction of Ileocecal Valve using Laser Interstitial Thermal Therapy, Open Approach","colectomy","Open Approach"
"0D5C0ZZ","Destruction of Ileocecal Valve, Open Approach","colectomy","Open Approach"
"0D5C4Z3","Destruction of Ileocecal Valve using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5C4ZZ","Destruction of Ileocecal Valve, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5E0Z3","Destruction of Large Intestine using Laser Interstitial Thermal Therapy, Open Approach","colectomy","Open Approach"
"0D5E0ZZ","Destruction of Large Intestine, Open Approach","colectomy","Open Approach"
"0D5E4Z3","Destruction of Large Intestine using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5E4ZZ","Destruction of Large Intestine, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5F0Z3","Destruction of Right Large Intestine using Laser Interstitial Thermal Therapy, Open Approach","colectomy","Open Approach"
"0D5F0ZZ","Destruction of Right Large Intestine, Open Approach","colectomy","Open Approach"
"0D5F4Z3","Destruction of Right Large Intestine using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5F4ZZ","Destruction of Right Large Intestine, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5G0Z3","Destruction of Left Large Intestine using Laser Interstitial Thermal Therapy, Open Approach","colectomy","Open Approach"
"0D5G0ZZ","Destruction of Left Large Intestine, Open Approach","colectomy","Open Approach"
"0D5G4Z3","Destruction of Left Large Intestine using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5G4ZZ","Destruction of Left Large Intestine, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5H0Z3","Destruction of Cecum using Laser Interstitial Thermal Therapy, Open Approach","colectomy","Open Approach"
"0D5H0ZZ","Destruction of Cecum, Open Approach","colectomy","Open Approach"
"0D5H4Z3","Destruction of Cecum using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5H4ZZ","Destruction of Cecum, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5J0Z3","Destruction of Appendix using Laser Interstitial Thermal Therapy, Open Approach","colectomy","Open Approach"
"0D5J0ZZ","Destruction of Appendix, Open Approach","colectomy","Open Approach"
"0D5J4Z3","Destruction of Appendix using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5J4ZZ","Destruction of Appendix, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5K0Z3","Destruction of Ascending Colon using Laser Interstitial Thermal Therapy, Open Approach","colectomy","Open Approach"
"0D5K0ZZ","Destruction of Ascending Colon, Open Approach","colectomy","Open Approach"
"0D5K4Z3","Destruction of Ascending Colon using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5K4ZZ","Destruction of Ascending Colon, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5L0Z3","Destruction of Transverse Colon using Laser Interstitial Thermal Therapy, Open Approach","colectomy","Open Approach"
"0D5L0ZZ","Destruction of Transverse Colon, Open Approach","colectomy","Open Approach"
"0D5L4Z3","Destruction of Transverse Colon using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5L4ZZ","Destruction of Transverse Colon, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5M0Z3","Destruction of Descending Colon using Laser Interstitial Thermal Therapy, Open Approach","colectomy","Open Approach"
"0D5M0ZZ","Destruction of Descending Colon, Open Approach","colectomy","Open Approach"
"0D5M4Z3","Destruction of Descending Colon using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5M4ZZ","Destruction of Descending Colon, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5N0Z3","Destruction of Sigmoid Colon using Laser Interstitial Thermal Therapy, Open Approach","colectomy","Open Approach"
"0D5N0ZZ","Destruction of Sigmoid Colon, Open Approach","colectomy","Open Approach"
"0D5N4Z3","Destruction of Sigmoid Colon using Laser Interstitial Thermal Therapy, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0D5N4ZZ","Destruction of Sigmoid Colon, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0DBC0ZZ","Excision of Ileocecal Valve, Open Approach","colectomy","Open Approach"
"0DBC4ZZ","Excision of Ileocecal Valve, Percutaneous Endoscopic Approach","colectomy","Percutaneous Endoscopic Approach"
"0DBE0ZZ","Excision of Large Intestine, Open Approach","colectomy","Open Approach"
"0DBE3ZZ","Excision of Large Intestine, Percutaneous Approach","colectomy","Percutaneous Approach"
