ICD-10-PCS Code quoted,ICD-10-PCS Code,ICD-10-PCS Code Description,CCSR Category,CCSR Category Description,Clinical Domain
"""07180Z3""",07180Z3,"Bypass Right Internal Mammary Lymphatic to Peripheral Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07180Z4""",07180Z4,"Bypass Right Internal Mammary Lymphatic to Central Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07180Z7""",07180Z7,"Bypass Right Internal Mammary Lymphatic to Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07180ZK""",07180ZK,"Bypass Right Internal Mammary Lymphatic to Thoracic Duct, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07180ZL""",07180ZL,"Bypass Right Internal Mammary Lymphatic to Cisterna Chyli, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07184Z3""",07184Z3,"Bypass Right Internal Mammary Lymphatic to Peripheral Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07184Z4""",07184Z4,"Bypass Right Internal Mammary Lymphatic to Central Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07184Z7""",07184Z7,"Bypass Right Internal Mammary Lymphatic to Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07184ZK""",07184ZK,"Bypass Right Internal Mammary Lymphatic to Thoracic Duct, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07184ZL""",07184ZL,"Bypass Right Internal Mammary Lymphatic to Cisterna Chyli, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07190Z3""",07190Z3,"Bypass Left Internal Mammary Lymphatic to Peripheral Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07190Z4""",07190Z4,"Bypass Left Internal Mammary Lymphatic to Central Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07190Z7""",07190Z7,"Bypass Left Internal Mammary Lymphatic to Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07190ZK""",07190ZK,"Bypass Left Internal Mammary Lymphatic to Thoracic Duct, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07190ZL""",07190ZL,"Bypass Left Internal Mammary Lymphatic to Cisterna Chyli, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07194Z3""",07194Z3,"Bypass Left Internal Mammary Lymphatic to Peripheral Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07194Z4""",07194Z4,"Bypass Left Internal Mammary Lymphatic to Central Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07194Z7""",07194Z7,"Bypass Left Internal Mammary Lymphatic to Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07194ZK""",07194ZK,"Bypass Left Internal Mammary Lymphatic to Thoracic Duct, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07194ZL""",07194ZL,"Bypass Left Internal Mammary Lymphatic to Cisterna Chyli, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071B0Z3""",071B0Z3,"Bypass Mesenteric Lymphatic to Peripheral Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071B0Z4""",071B0Z4,"Bypass Mesenteric Lymphatic to Central Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071B0Z7""",071B0Z7,"Bypass Mesenteric Lymphatic to Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071B0ZK""",071B0ZK,"Bypass Mesenteric Lymphatic to Thoracic Duct, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071B0ZL""",071B0ZL,"Bypass Mesenteric Lymphatic to Cisterna Chyli, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071B4Z3""",071B4Z3,"Bypass Mesenteric Lymphatic to Peripheral Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071B4Z4""",071B4Z4,"Bypass Mesenteric Lymphatic to Central Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071B4Z7""",071B4Z7,"Bypass Mesenteric Lymphatic to Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071B4ZK""",071B4ZK,"Bypass Mesenteric Lymphatic to Thoracic Duct, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071B4ZL""",071B4ZL,"Bypass Mesenteric Lymphatic to Cisterna Chyli, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071C0Z3""",071C0Z3,"Bypass Pelvis Lymphatic to Peripheral Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071C0Z4""",071C0Z4,"Bypass Pelvis Lymphatic to Central Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071C0Z7""",071C0Z7,"Bypass Pelvis Lymphatic to Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071C0ZK""",071C0ZK,"Bypass Pelvis Lymphatic to Thoracic Duct, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071C0ZL""",071C0ZL,"Bypass Pelvis Lymphatic to Cisterna Chyli, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071C4Z3""",071C4Z3,"Bypass Pelvis Lymphatic to Peripheral Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071C4Z4""",071C4Z4,"Bypass Pelvis Lymphatic to Central Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071C4Z7""",071C4Z7,"Bypass Pelvis Lymphatic to Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071C4ZK""",071C4ZK,"Bypass Pelvis Lymphatic to Thoracic Duct, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071C4ZL""",071C4ZL,"Bypass Pelvis Lymphatic to Cisterna Chyli, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071D0Z3""",071D0Z3,"Bypass Aortic Lymphatic to Peripheral Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071D0Z4""",071D0Z4,"Bypass Aortic Lymphatic to Central Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071D0Z7""",071D0Z7,"Bypass Aortic Lymphatic to Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071D0ZK""",071D0ZK,"Bypass Aortic Lymphatic to Thoracic Duct, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071D0ZL""",071D0ZL,"Bypass Aortic Lymphatic to Cisterna Chyli, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071D4Z3""",071D4Z3,"Bypass Aortic Lymphatic to Peripheral Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071D4Z4""",071D4Z4,"Bypass Aortic Lymphatic to Central Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071D4Z7""",071D4Z7,"Bypass Aortic Lymphatic to Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071D4ZK""",071D4ZK,"Bypass Aortic Lymphatic to Thoracic Duct, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071D4ZL""",071D4ZL,"Bypass Aortic Lymphatic to Cisterna Chyli, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071F0Z3""",071F0Z3,"Bypass Right Lower Extremity Lymphatic to Peripheral Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071F0Z4""",071F0Z4,"Bypass Right Lower Extremity Lymphatic to Central Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071F0Z7""",071F0Z7,"Bypass Right Lower Extremity Lymphatic to Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071F0ZK""",071F0ZK,"Bypass Right Lower Extremity Lymphatic to Thoracic Duct, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071F0ZL""",071F0ZL,"Bypass Right Lower Extremity Lymphatic to Cisterna Chyli, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071F4Z3""",071F4Z3,"Bypass Right Lower Extremity Lymphatic to Peripheral Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071F4Z4""",071F4Z4,"Bypass Right Lower Extremity Lymphatic to Central Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071F4Z7""",071F4Z7,"Bypass Right Lower Extremity Lymphatic to Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071F4ZK""",071F4ZK,"Bypass Right Lower Extremity Lymphatic to Thoracic Duct, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071F4ZL""",071F4ZL,"Bypass Right Lower Extremity Lymphatic to Cisterna Chyli, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071G0Z3""",071G0Z3,"Bypass Left Lower Extremity Lymphatic to Peripheral Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071G0Z4""",071G0Z4,"Bypass Left Lower Extremity Lymphatic to Central Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071G0Z7""",071G0Z7,"Bypass Left Lower Extremity Lymphatic to Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071G0ZK""",071G0ZK,"Bypass Left Lower Extremity Lymphatic to Thoracic Duct, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071G0ZL""",071G0ZL,"Bypass Left Lower Extremity Lymphatic to Cisterna Chyli, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071G4Z3""",071G4Z3,"Bypass Left Lower Extremity Lymphatic to Peripheral Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071G4Z4""",071G4Z4,"Bypass Left Lower Extremity Lymphatic to Central Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071G4Z7""",071G4Z7,"Bypass Left Lower Extremity Lymphatic to Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071G4ZK""",071G4ZK,"Bypass Left Lower Extremity Lymphatic to Thoracic Duct, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071G4ZL""",071G4ZL,"Bypass Left Lower Extremity Lymphatic to Cisterna Chyli, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071H0Z3""",071H0Z3,"Bypass Right Inguinal Lymphatic to Peripheral Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071H0Z4""",071H0Z4,"Bypass Right Inguinal Lymphatic to Central Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071H0Z7""",071H0Z7,"Bypass Right Inguinal Lymphatic to Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071H0ZK""",071H0ZK,"Bypass Right Inguinal Lymphatic to Thoracic Duct, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071H0ZL""",071H0ZL,"Bypass Right Inguinal Lymphatic to Cisterna Chyli, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071H4Z3""",071H4Z3,"Bypass Right Inguinal Lymphatic to Peripheral Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071H4Z4""",071H4Z4,"Bypass Right Inguinal Lymphatic to Central Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071H4Z7""",071H4Z7,"Bypass Right Inguinal Lymphatic to Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071H4ZK""",071H4ZK,"Bypass Right Inguinal Lymphatic to Thoracic Duct, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071H4ZL""",071H4ZL,"Bypass Right Inguinal Lymphatic to Cisterna Chyli, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071J0Z3""",071J0Z3,"Bypass Left Inguinal Lymphatic to Peripheral Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071J0Z4""",071J0Z4,"Bypass Left Inguinal Lymphatic to Central Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071J0Z7""",071J0Z7,"Bypass Left Inguinal Lymphatic to Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071J0ZK""",071J0ZK,"Bypass Left Inguinal Lymphatic to Thoracic Duct, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071J0ZL""",071J0ZL,"Bypass Left Inguinal Lymphatic to Cisterna Chyli, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071J4Z3""",071J4Z3,"Bypass Left Inguinal Lymphatic to Peripheral Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071J4Z4""",071J4Z4,"Bypass Left Inguinal Lymphatic to Central Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071J4Z7""",071J4Z7,"Bypass Left Inguinal Lymphatic to Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071J4ZK""",071J4ZK,"Bypass Left Inguinal Lymphatic to Thoracic Duct, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071J4ZL""",071J4ZL,"Bypass Left Inguinal Lymphatic to Cisterna Chyli, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071K0Z3""",071K0Z3,"Bypass Thoracic Duct to Peripheral Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071K0Z4""",071K0Z4,"Bypass Thoracic Duct to Central Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071K0Z7""",071K0Z7,"Bypass Thoracic Duct to Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071K0ZK""",071K0ZK,"Bypass Thoracic Duct to Thoracic Duct, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071K0ZL""",071K0ZL,"Bypass Thoracic Duct to Cisterna Chyli, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071K4Z3""",071K4Z3,"Bypass Thoracic Duct to Peripheral Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071K4Z4""",071K4Z4,"Bypass Thoracic Duct to Central Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071K4Z7""",071K4Z7,"Bypass Thoracic Duct to Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071K4ZK""",071K4ZK,"Bypass Thoracic Duct to Thoracic Duct, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071K4ZL""",071K4ZL,"Bypass Thoracic Duct to Cisterna Chyli, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071L0Z3""",071L0Z3,"Bypass Cisterna Chyli to Peripheral Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071L0Z4""",071L0Z4,"Bypass Cisterna Chyli to Central Vein, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071L0Z7""",071L0Z7,"Bypass Cisterna Chyli to Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071L0ZK""",071L0ZK,"Bypass Cisterna Chyli to Thoracic Duct, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071L0ZL""",071L0ZL,"Bypass Cisterna Chyli to Cisterna Chyli, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071L4Z3""",071L4Z3,"Bypass Cisterna Chyli to Peripheral Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071L4Z4""",071L4Z4,"Bypass Cisterna Chyli to Central Vein, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071L4Z7""",071L4Z7,"Bypass Cisterna Chyli to Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071L4ZK""",071L4ZK,"Bypass Cisterna Chyli to Thoracic Duct, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""071L4ZL""",071L4ZL,"Bypass Cisterna Chyli to Cisterna Chyli, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""072KX0Z""",072KX0Z,"Change Drainage Device in Thoracic Duct, External Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""072KXYZ""",072KXYZ,"Change Other Device in Thoracic Duct, External Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""072LX0Z""",072LX0Z,"Change Drainage Device in Cisterna Chyli, External Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""072LXYZ""",072LXYZ,"Change Other Device in Cisterna Chyli, External Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""072MX0Z""",072MX0Z,"Change Drainage Device in Thymus, External Approach",LYM004,Thymectomy,Lymphatic and Hemic System Procedures
"""072MXYZ""",072MXYZ,"Change Other Device in Thymus, External Approach",LYM004,Thymectomy,Lymphatic and Hemic System Procedures
"""072NX0Z""",072NX0Z,"Change Drainage Device in Lymphatic, External Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""072NXYZ""",072NXYZ,"Change Other Device in Lymphatic, External Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""072PX0Z""",072PX0Z,"Change Drainage Device in Spleen, External Approach",LYM006,Spleen procedures (excluding splenectomy),Lymphatic and Hemic System Procedures
"""072PXYZ""",072PXYZ,"Change Other Device in Spleen, External Approach",LYM006,Spleen procedures (excluding splenectomy),Lymphatic and Hemic System Procedures
"""072TX0Z""",072TX0Z,"Change Drainage Device in Bone Marrow, External Approach",LYM008,Bone marrow aspiration (therapeutic),Lymphatic and Hemic System Procedures
"""072TXYZ""",072TXYZ,"Change Other Device in Bone Marrow, External Approach",LYM008,Bone marrow aspiration (therapeutic),Lymphatic and Hemic System Procedures
"""07500ZZ""",07500ZZ,"Destruction of Head Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07503ZZ""",07503ZZ,"Destruction of Head Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07504ZZ""",07504ZZ,"Destruction of Head Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07510ZZ""",07510ZZ,"Destruction of Right Neck Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07513ZZ""",07513ZZ,"Destruction of Right Neck Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07514ZZ""",07514ZZ,"Destruction of Right Neck Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07520ZZ""",07520ZZ,"Destruction of Left Neck Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07523ZZ""",07523ZZ,"Destruction of Left Neck Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07524ZZ""",07524ZZ,"Destruction of Left Neck Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07530ZZ""",07530ZZ,"Destruction of Right Upper Extremity Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07533ZZ""",07533ZZ,"Destruction of Right Upper Extremity Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07534ZZ""",07534ZZ,"Destruction of Right Upper Extremity Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07540ZZ""",07540ZZ,"Destruction of Left Upper Extremity Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07543ZZ""",07543ZZ,"Destruction of Left Upper Extremity Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07544ZZ""",07544ZZ,"Destruction of Left Upper Extremity Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07550ZZ""",07550ZZ,"Destruction of Right Axillary Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07553ZZ""",07553ZZ,"Destruction of Right Axillary Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07554ZZ""",07554ZZ,"Destruction of Right Axillary Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07560ZZ""",07560ZZ,"Destruction of Left Axillary Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07563ZZ""",07563ZZ,"Destruction of Left Axillary Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07564ZZ""",07564ZZ,"Destruction of Left Axillary Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07570ZZ""",07570ZZ,"Destruction of Thorax Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07573ZZ""",07573ZZ,"Destruction of Thorax Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07574ZZ""",07574ZZ,"Destruction of Thorax Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07580ZZ""",07580ZZ,"Destruction of Right Internal Mammary Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07583ZZ""",07583ZZ,"Destruction of Right Internal Mammary Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07584ZZ""",07584ZZ,"Destruction of Right Internal Mammary Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07590ZZ""",07590ZZ,"Destruction of Left Internal Mammary Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07593ZZ""",07593ZZ,"Destruction of Left Internal Mammary Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""07594ZZ""",07594ZZ,"Destruction of Left Internal Mammary Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075B0ZZ""",075B0ZZ,"Destruction of Mesenteric Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075B3ZZ""",075B3ZZ,"Destruction of Mesenteric Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075B4ZZ""",075B4ZZ,"Destruction of Mesenteric Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075C0ZZ""",075C0ZZ,"Destruction of Pelvis Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075C3ZZ""",075C3ZZ,"Destruction of Pelvis Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075C4ZZ""",075C4ZZ,"Destruction of Pelvis Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
