ICD-10-PCS Code quoted,ICD-10-PCS Code,ICD-10-PCS Code Description,CCSR Category,CCSR Category Description,Clinical Domain
"""0016070""",0016070,"Bypass Cerebral Ventricle to Nasopharynx with Autologous Tissue Substitute, Open Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016071""",0016071,"Bypass Cerebral Ventricle to Mastoid Sinus with Autologous Tissue Substitute, Open Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016072""",0016072,"Bypass Cerebral Ventricle to Atrium with Autologous Tissue Substitute, Open Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016073""",0016073,"Bypass Cerebral Ventricle to Blood Vessel with Autologous Tissue Substitute, Open Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016074""",0016074,"Bypass Cerebral Ventricle to Pleural Cavity with Autologous Tissue Substitute, Open Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016075""",0016075,"Bypass Cerebral Ventricle to Intestine with Autologous Tissue Substitute, Open Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016076""",0016076,"Bypass Cerebral Ventricle to Peritoneal Cavity with Autologous Tissue Substitute, Open Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016077""",0016077,"Bypass Cerebral Ventricle to Urinary Tract with Autologous Tissue Substitute, Open Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016078""",0016078,"Bypass Cerebral Ventricle to Bone Marrow with Autologous Tissue Substitute, Open Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016370""",0016370,"Bypass Cerebral Ventricle to Nasopharynx with Autologous Tissue Substitute, Percutaneous Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016371""",0016371,"Bypass Cerebral Ventricle to Mastoid Sinus with Autologous Tissue Substitute, Percutaneous Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016372""",0016372,"Bypass Cerebral Ventricle to Atrium with Autologous Tissue Substitute, Percutaneous Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016373""",0016373,"Bypass Cerebral Ventricle to Blood Vessel with Autologous Tissue Substitute, Percutaneous Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016374""",0016374,"Bypass Cerebral Ventricle to Pleural Cavity with Autologous Tissue Substitute, Percutaneous Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016375""",0016375,"Bypass Cerebral Ventricle to Intestine with Autologous Tissue Substitute, Percutaneous Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016376""",0016376,"Bypass Cerebral Ventricle to Peritoneal Cavity with Autologous Tissue Substitute, Percutaneous Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016377""",0016377,"Bypass Cerebral Ventricle to Urinary Tract with Autologous Tissue Substitute, Percutaneous Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016378""",0016378,"Bypass Cerebral Ventricle to Bone Marrow with Autologous Tissue Substitute, Percutaneous Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016470""",0016470,"Bypass Cerebral Ventricle to Nasopharynx with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016471""",0016471,"Bypass Cerebral Ventricle to Mastoid Sinus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016472""",0016472,"Bypass Cerebral Ventricle to Atrium with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016473""",0016473,"Bypass Cerebral Ventricle to Blood Vessel with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016474""",0016474,"Bypass Cerebral Ventricle to Pleural Cavity with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016475""",0016475,"Bypass Cerebral Ventricle to Intestine with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016476""",0016476,"Bypass Cerebral Ventricle to Peritoneal Cavity with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016477""",0016477,"Bypass Cerebral Ventricle to Urinary Tract with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0016478""",0016478,"Bypass Cerebral Ventricle to Bone Marrow with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",CNS010,Cerebrospinal fluid shunt procedures,Central Nervous System Procedures
"""0210083""",0210083,"Bypass Coronary Artery, One Artery from Coronary Artery with Zooplastic Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0210088""",0210088,"Bypass Coronary Artery, One Artery from Right Internal Mammary with Zooplastic Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0210089""",0210089,"Bypass Coronary Artery, One Artery from Left Internal Mammary with Zooplastic Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0210093""",0210093,"Bypass Coronary Artery, One Artery from Coronary Artery with Autologous Venous Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0210098""",0210098,"Bypass Coronary Artery, One Artery from Right Internal Mammary with Autologous Venous Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0210099""",0210099,"Bypass Coronary Artery, One Artery from Left Internal Mammary with Autologous Venous Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0210344""",0210344,"Bypass Coronary Artery, One Artery from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0210444""",0210444,"Bypass Coronary Artery, One Artery from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0210483""",0210483,"Bypass Coronary Artery, One Artery from Coronary Artery with Zooplastic Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0210488""",0210488,"Bypass Coronary Artery, One Artery from Right Internal Mammary with Zooplastic Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0210489""",0210489,"Bypass Coronary Artery, One Artery from Left Internal Mammary with Zooplastic Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0210493""",0210493,"Bypass Coronary Artery, One Artery from Coronary Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0210498""",0210498,"Bypass Coronary Artery, One Artery from Right Internal Mammary with Autologous Venous Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0210499""",0210499,"Bypass Coronary Artery, One Artery from Left Internal Mammary with Autologous Venous Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211083""",0211083,"Bypass Coronary Artery, Two Arteries from Coronary Artery with Zooplastic Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211088""",0211088,"Bypass Coronary Artery, Two Arteries from Right Internal Mammary with Zooplastic Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211089""",0211089,"Bypass Coronary Artery, Two Arteries from Left Internal Mammary with Zooplastic Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211093""",0211093,"Bypass Coronary Artery, Two Arteries from Coronary Artery with Autologous Venous Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211098""",0211098,"Bypass Coronary Artery, Two Arteries from Right Internal Mammary with Autologous Venous Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211099""",0211099,"Bypass Coronary Artery, Two Arteries from Left Internal Mammary with Autologous Venous Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211344""",0211344,"Bypass Coronary Artery, Two Arteries from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0211444""",0211444,"Bypass Coronary Artery, Two Arteries from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211483""",0211483,"Bypass Coronary Artery, Two Arteries from Coronary Artery with Zooplastic Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211488""",0211488,"Bypass Coronary Artery, Two Arteries from Right Internal Mammary with Zooplastic Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211489""",0211489,"Bypass Coronary Artery, Two Arteries from Left Internal Mammary with Zooplastic Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211493""",0211493,"Bypass Coronary Artery, Two Arteries from Coronary Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211498""",0211498,"Bypass Coronary Artery, Two Arteries from Right Internal Mammary with Autologous Venous Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0211499""",0211499,"Bypass Coronary Artery, Two Arteries from Left Internal Mammary with Autologous Venous Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212083""",0212083,"Bypass Coronary Artery, Three Arteries from Coronary Artery with Zooplastic Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212088""",0212088,"Bypass Coronary Artery, Three Arteries from Right Internal Mammary with Zooplastic Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212089""",0212089,"Bypass Coronary Artery, Three Arteries from Left Internal Mammary with Zooplastic Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212093""",0212093,"Bypass Coronary Artery, Three Arteries from Coronary Artery with Autologous Venous Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212098""",0212098,"Bypass Coronary Artery, Three Arteries from Right Internal Mammary with Autologous Venous Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212099""",0212099,"Bypass Coronary Artery, Three Arteries from Left Internal Mammary with Autologous Venous Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212344""",0212344,"Bypass Coronary Artery, Three Arteries from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0212444""",0212444,"Bypass Coronary Artery, Three Arteries from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212483""",0212483,"Bypass Coronary Artery, Three Arteries from Coronary Artery with Zooplastic Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212488""",0212488,"Bypass Coronary Artery, Three Arteries from Right Internal Mammary with Zooplastic Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212489""",0212489,"Bypass Coronary Artery, Three Arteries from Left Internal Mammary with Zooplastic Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212493""",0212493,"Bypass Coronary Artery, Three Arteries from Coronary Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212498""",0212498,"Bypass Coronary Artery, Three Arteries from Right Internal Mammary with Autologous Venous Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0212499""",0212499,"Bypass Coronary Artery, Three Arteries from Left Internal Mammary with Autologous Venous Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213083""",0213083,"Bypass Coronary Artery, Four or More Arteries from Coronary Artery with Zooplastic Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213088""",0213088,"Bypass Coronary Artery, Four or More Arteries from Right Internal Mammary with Zooplastic Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213089""",0213089,"Bypass Coronary Artery, Four or More Arteries from Left Internal Mammary with Zooplastic Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213093""",0213093,"Bypass Coronary Artery, Four or More Arteries from Coronary Artery with Autologous Venous Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213098""",0213098,"Bypass Coronary Artery, Four or More Arteries from Right Internal Mammary with Autologous Venous Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213099""",0213099,"Bypass Coronary Artery, Four or More Arteries from Left Internal Mammary with Autologous Venous Tissue, Open Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213344""",0213344,"Bypass Coronary Artery, Four or More Arteries from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0213444""",0213444,"Bypass Coronary Artery, Four or More Arteries from Coronary Vein with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213483""",0213483,"Bypass Coronary Artery, Four or More Arteries from Coronary Artery with Zooplastic Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213488""",0213488,"Bypass Coronary Artery, Four or More Arteries from Right Internal Mammary with Zooplastic Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213489""",0213489,"Bypass Coronary Artery, Four or More Arteries from Left Internal Mammary with Zooplastic Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213493""",0213493,"Bypass Coronary Artery, Four or More Arteries from Coronary Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213498""",0213498,"Bypass Coronary Artery, Four or More Arteries from Right Internal Mammary with Autologous Venous Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0213499""",0213499,"Bypass Coronary Artery, Four or More Arteries from Left Internal Mammary with Autologous Venous Tissue, Percutaneous Endoscopic Approach",CAR003,Coronary artery bypass grafts (CABG),Cardiovascular Procedures
"""0270046""",0270046,"Dilation of Coronary Artery, One Artery, Bifurcation, with Drug-eluting Intraluminal Device, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0270056""",0270056,"Dilation of Coronary Artery, One Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0270066""",0270066,"Dilation of Coronary Artery, One Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0270076""",0270076,"Dilation of Coronary Artery, One Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0270346""",0270346,"Dilation of Coronary Artery, One Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0270356""",0270356,"Dilation of Coronary Artery, One Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0270366""",0270366,"Dilation of Coronary Artery, One Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0270376""",0270376,"Dilation of Coronary Artery, One Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0270446""",0270446,"Dilation of Coronary Artery, One Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0270456""",0270456,"Dilation of Coronary Artery, One Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0270466""",0270466,"Dilation of Coronary Artery, One Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0270476""",0270476,"Dilation of Coronary Artery, One Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0271046""",0271046,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0271056""",0271056,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0271066""",0271066,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0271076""",0271076,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0271346""",0271346,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0271356""",0271356,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0271366""",0271366,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0271376""",0271376,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0271446""",0271446,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0271456""",0271456,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0271466""",0271466,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0271476""",0271476,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0272046""",0272046,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0272056""",0272056,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0272066""",0272066,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0272076""",0272076,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0272346""",0272346,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0272356""",0272356,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0272366""",0272366,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0272376""",0272376,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0272446""",0272446,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0272456""",0272456,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0272466""",0272466,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0272476""",0272476,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0273046""",0273046,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0273056""",0273056,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0273066""",0273066,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0273076""",0273076,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0273346""",0273346,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0273356""",0273356,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0273366""",0273366,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0273376""",0273376,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR004,Percutaneous coronary interventions (PCI),Cardiovascular Procedures
"""0273446""",0273446,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0273456""",0273456,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0273466""",0273466,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0273476""",0273476,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR005,Other coronary artery procedures (excluding CABG and PCI),Cardiovascular Procedures
"""0312090""",0312090,"Bypass Innominate Artery to Right Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0312091""",0312091,"Bypass Innominate Artery to Left Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0312092""",0312092,"Bypass Innominate Artery to Bilateral Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0312093""",0312093,"Bypass Innominate Artery to Right Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0312094""",0312094,"Bypass Innominate Artery to Left Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0312095""",0312095,"Bypass Innominate Artery to Bilateral Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0312096""",0312096,"Bypass Innominate Artery to Right Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0312097""",0312097,"Bypass Innominate Artery to Left Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0312098""",0312098,"Bypass Innominate Artery to Bilateral Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
